"","sample1","sample2","sample3","sample4","sample5","sample6","sample8"
"Glu_0.0",0.204777092690307,0.577681991574828,NA,0.256862293918297,0.370204337306218,NA,NA
"Glu_1.0",0.0139273951881111,NA,0.0346080061691699,0.0174309660441983,0.0251602240787138,0.0403613576207267,NA
"Glu_1.1",0.0698835853514589,0.198263586599383,NA,0.0883483392504197,0.126338543662015,NA,0.118390487466088
"Glu_2.1",0.0441090282603748,NA,0.0706940522762937,0.0599788678276127,0.0797416418116995,0.0892688123273774,0.0566979585767392
"Glu_2.2",0.0270883685984972,0.0811979229639437,NA,NA,0.0487061450457735,0.0700190834246808,0.0337246551346391
"Glu_3.2",0.187008681168506,NA,0.281635892465415,NA,0.34158209294081,NA,0.231165383970263
"Glu_3.3",0.00191129529562667,0.00908384792654217,NA,0.00729389541808545,0.00826701515476948,0.00578122967346443,0.00220644239645756
"Glu_4.3",0,NA,0,0,0,NA,0
"Glu_4.4",0.0435078214633481,0.133772650935303,NA,0.0545067155696611,NA,0.0755713597497537,0.05377560920049
"Glu_5.4",0.40778673198377,NA,0.613062049089122,0.515578921971725,NA,0.718998157203997,0.504039463255323
"Ser_0.0",0.987784345813851,0.998676244193607,NA,0.99984472958172,0.988242573597274,0.988211842262147,NA
"Ser_1.1",0.0117424710181124,NA,1,NA,0.0117574264027256,0.0117570512681208,NA
"Ser_2.2",0.000470603403122856,0.00132375580639285,NA,NA,NA,NA,0.989748604649746
"Ser_3.3",2.57976491330885e-06,NA,0,0.000155270418279658,NA,3.11064697319311e-05,0.0102513953502537
