"","sample1","sample2","sample3"
"NL-C2-LabC2_0",0.213146886305128,0.157168367065947,0.137375273601606
"NL-C2-LabC2_1",0.227304138404062,0.167607008272285,0.146499318207529
"NL-C2-LabC2_2",0.22560094169367,0.166426366496475,0.145467382042052
"NL-C2-LabC2_3",0.230226681410636,0.164876377468404,0.144109819078258
"NL-C2-LabC2_4",0.0623667140277098,0.163287411510248,0.142928280823859
"NL-C2-LabC2_5",0.0275710615530918,0.167320354679171,0.138142554131831
"NL-C2-LabC2_6",0.0137835766057018,0.0133141145074687,0.145477372114864
"NL-C4-LabC2_0",0.213902394833465,0.15791313568551,0.137920880967747
"NL-C4-LabC2_1",0.228159142203604,0.168437648183951,0.147112960076555
"NL-C4-LabC2_2",0.226547964306475,0.167323843516799,0.146140187175398
"NL-C4-LabC2_3",0.22962486070524,0.164606828385646,0.143764366955917
"NL-C4-LabC2_4",0.0609786375833955,0.163019274267943,0.142586127955237
"NL-C4-LabC2_5",0.0272559986853849,0.167162605375605,0.13785206119649
"NL-C4-LabC2_6",0.0135310016824354,0.0115366645845451,0.144623415672656
"NL-C6-LabC2_0",0.214676334861332,0.158673057067247,0.138476965975825
"NL-C6-LabC2_1",0.229034141569396,0.169284785056088,0.147738020894762
"NL-C6-LabC2_2",0.227517273242097,0.168239678328962,0.14682595755403
"NL-C6-LabC2_3",0.228975908031965,0.164301092568729,0.143385879526536
"NL-C6-LabC2_4",0.0595803057739149,0.162754001809538,0.142245052333113
"NL-C6-LabC2_5",0.0269394040409482,0.167009455144954,0.137563254005731
"NL-C6-LabC2_6",0.0132766324803471,0.00973793002448232,0.143764869710003
"NL-C8-LabC2_0",0.215469244520933,0.159448575360071,0.139043812227542
"NL-C8-LabC2_1",0.229929722652138,0.170148902655234,0.148374809985547
"NL-C8-LabC2_2",0.228509566034643,0.16917444375307,0.147525074459916
"NL-C8-LabC2_3",0.228277027624327,0.16395695401726,0.142972457783622
"NL-C8-LabC2_4",0.0581727001765279,0.162492664693521,0.141905942410823
"NL-C8-LabC2_5",0.0266212860571865,0.166861102730849,0.137276232816328
"NL-C8-LabC2_6",0.013020452934245,0.00791735678999502,0.142901670316223
"NL-C10-LabC2_0",0.216281653790595,0.160240135956659,0.139621701150448
"NL-C10-LabC2_1",0.230846463258692,0.171030486430478,0.149023634552432
"NL-C10-LabC2_2",0.229525535494628,0.17012871718672,0.148237919015964
"NL-C10-LabC2_3",0.227525317100457,0.163572114169451,0.142522141037225
"NL-C10-LabC2_4",0.0567569449279179,0.162236446560782,0.141569782168814
"NL-C10-LabC2_5",0.0263016334244213,0.166717725689659,0.136991078681298
"NL-C10-LabC2_6",0.0127624520032889,0.00607437400625226,0.142033743393818
