"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10"
"Ser_0",82576.8537200474,124837.250937823,112840.40569571,83209.6554077537,84217.5577990651,466653.902508489,132986.331857604,351842.138132839,1009253.81688087,490868.813367435
"Ser_1",2293.30133621478,16124.9515037632,15812.3824647855,8951.21697853308,8168.25900026877,34290.8597537071,1354.22060395876,15640.7349955558,73930.7892030741,12997.7897242172
"Asn_0",102994.929608387,294969.63633049,288964.369707991,173980.609885171,177979.399606796,633942.60548082,158984.683253243,496948.705410769,1549740.7369642,577964.068472518
"Asn_1",474.132751732573,2997.20905471113,3526.18323305136,1898.94795987396,1988.90391843497,5683.21673330916,1508.05407839562,5081.41730059922,25661.3637968086,3553.87847133317
"Asn_2",0,0,0,0,0,349.488816293012,0,92.7123054514047,0,0
"Gly_0",304959.783002307,319678.592845436,294733.42295387,216833.136694612,223805.824222071,510711.303625791,402914.794711679,387853.547850147,1189367.13029688,1189710.57745399
"Gly_1",3984.18484198082,31840.9027744861,26409.0381533617,16530.6783249223,19236.4481570511,28600.3377704353,8441.04825503485,14508.6025567959,62696.6214022963,28672.2775685284
"Arg_0",40899.0344971252,101987.445898878,94168.0476233906,91681.5536348834,97396.181826053,84026.4630146068,40191.286130651,74598.2168869114,101002.386704166,47608.2502326333
"Arg_1",0,1595.85632932564,0,0,696.721205932972,0,1192.86710552649,598.508747246234,410.605071507074,0
"Arg_2",0,0,0,0,0,0,0,0,0,0
"Arg_3",32836.4650254668,8532.47733850203,7546.88688359824,8302.66720133683,8545.30838092169,42481.300715362,34503.4288803066,37359.5028955686,65313.6147570475,83506.8982711072
"Arg_4",4317.3186849158,9310.51789942573,8925.8859317538,7609.01827546039,7050.11878374148,18804.5203447495,4634.34570652302,14594.156500246,34074.5524006048,13583.3478181789
"Ala_0",32541.975583587,149104.911007428,112321.110902202,91707.2675099344,88651.7887742463,170691.754411226,51439.7209184033,93986.080537874,425932.300550307,247681.210662888
"Ala_1",5748.30697185523,88673.8137905415,67255.5309491563,48813.5475190857,54309.6614451025,30536.9769568537,5971.66996980714,21192.3671369879,105773.820225801,31581.5148569868
"Asp_0",3752081.24504637,1691186.27419356,1346418.73521347,1119393.06529709,1109753.13481011,7353868.72460807,4940377.94241768,6061211.64239511,19884499.6940342,24239748.3483262
"Asp_1",784841.670965582,1864661.31171659,1346062.93682455,1051271.87352034,1015584.75352188,3581033.97803681,953658.977357853,2853264.53707258,11447437.5911303,5971646.71150502
"Glu_0",6620995.95178694,4879731.44285176,3903921.61201985,3151940.7714716,3280591.66835203,14231702.6555498,8176625.33711147,11946340.2894153,33829293.4230868,34939666.1326077
"Glu_1",892506.443006559,4982759.98459964,3576190.7270625,2781309.21278996,2915036.08741376,6769823.80810057,1325733.99415355,5318900.59820438,16920913.3662392,5980461.68844683
"Orn_0",68590.7569118896,147886.586874953,133946.151940669,85146.4399630969,81631.3542196807,244968.278396913,75685.6762427953,137888.022269433,488621.735161307,399884.666941578
"Orn_1",895.794093093032,12009.8522172324,5609.27429366811,5309.20296637595,6764.41202859911,3649.79534299384,1437.87605500832,11038.4850263109,40040.6805200425,13053.781189346
"Orn_2",2047.01767331302,0,0,120.257688971712,4137.96680804837,0,0,6342.86780069519,0,0
"Pro_0",148837.008345881,525383.743912058,443660.413633634,301540.833353834,311409.897974738,530952.641414964,179767.484856925,488291.412754246,2340241.07081871,1268068.7249021
"Pro_1",16152.488328672,457471.414628625,330953.324553621,243703.647067465,256679.355511142,202893.42928661,23042.2726557435,169321.15754435,967110.804248452,191389.544739757
