"","sample1"
"Cystine_0",99025.426731135
"Cystine_1",95641.7682350629
"Cystine_2",84977.3346626682
"Cystine_3",84455.4762430868
"Cystine_4",84276.8617224975
"Cystine_5",83247.0391023901
"Cystine_6",88607.9049173546
"S_simple_0",99015.1919816619
"S_simple_1",96608.789976407
"S_simple_2",89409.5463771989
"Seleno-Cystine_0",84385.2880372815
"Seleno-Cystine_1",164103.399098121
"Seleno-Cystine_2",130877.432212891
"Seleno-Cystine_3",58002.784208092
"Seleno-Cystine_4",89730.2026796643
"Seleno-Cystine_5",67025.7434870343
"Seleno-Cystine_6",66618.6182442352
"Se_simple_0",9763.41069278416
"Se_simple_1",93562.6852026731
"Se_simple_2",96775.0266477268
