"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9"
"2-KG_0.0",-0.00012983,8.7e-07,-0.00014051,-0.00018052,-8.021e-05,-8.062e-05,-0.00017988,-0.00014094,-0.00010037
"2-KG_1.0",4.744e-05,-3.5e-07,5.792e-05,7.675e-05,5.005e-05,4.179e-05,8.299e-05,5.851e-05,3.113e-05
"2-KG_1.1",-8.366e-05,8.7e-07,-8.537e-05,-0.00010327,-6.665e-05,-5.735e-05,-9.568e-05,-8.053e-05,-5.571e-05
"2-KG_2.1",7.07e-06,-6e-08,8.89e-06,8.3e-06,1.683e-05,1.31e-05,1e-05,1.048e-05,-0.00081489
"2-KG_2.2",Inf,-0.00034647,Inf,Inf,Inf,Inf,Inf,Inf,-Inf
"2-KG_3.2",-0.00196571,9.6e-06,-0.00194985,-0.00195262,-0.00263365,-0.00250212,-0.00176635,-0.00216473,-0.00215527
"2-KG_3.3",-0.00144837,-5.614e-05,-0.00140571,-0.00129383,-0.00196668,-0.00199298,-0.00128805,-0.00138576,-0.00170763
"2-KG_4.3",0.00219807,4.109e-05,0.00053096,0.00095435,0.00126155,0.0007971,0.00171956,0.00209596,Inf
"2-KG_4.4",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf
"2-KG_5.4",-0.00010333,-0.00010907,-0.0001026,-0.00010142,-0.0001084,-0.00010841,-6.363e-05,-0.00010457,-0.00048312
"Cit_0.0",0,0,0,0,0,0,0,0,0
"Cit_1.0",0,0,0,0,0,0,0,0,0
"Cit_1.1",0,0,0,0,0,0,0,0,0
"Cit_2.1",0,0,0,0,0,0,0,0,0
"Cit_2.2",0,0,0,0,0,0,0,0,0
"Cit_3.2",0,0,0,0,0,0,0,0,0
"Cit_3.3",0,0,0,0,0,0,0,0,0
"Cit_4.3",0,0,0,0,0,0,0,0,0
"Cit_4.4",0,0,0,0,0,0,0,0,0
"Cit_5.4",0,0,0,0,0,0,0,0,0
"Cit_5.5",0,0,0,0,0,0,0,0,0
"Cit_6.5",0,0,0,0,0,0,0,0,0
"Fum_0.0",0,0,0,0,2e-08,3e-08,0,0,3e-08
"Fum_1.0",0,0,0,0,0,0,0,0,-1e-08
"Fum_1.1",0,0,0,0,-7.447e-05,-8.751e-05,0,0,-9.2e-05
"Fum_2.1",0,0,0,0,1.48e-06,1.44e-06,0,0,2.29e-06
"Fum_2.2",0,0,0,0,-1.582e-05,-1.808e-05,0,0,-1.717e-05
"Fum_3.2",0,0,0,0,2.47e-06,1.63e-06,0,0,2.25e-06
"Fum_3.3",0,0,0,0,Inf,Inf,0,0,Inf
"Fum_4.3",0,0,0,0,-0.00013961,-0.00013144,0,0,-0.00013036
"Lac_0.0",-4.51e-06,-4.59e-06,-4.62e-06,-5.07e-06,-4.24e-06,-4.58e-06,-4.85e-06,-4.46e-06,-4.24e-06
"Lac_1.0",3.26e-06,4.74e-06,4.27e-06,3.2e-06,-6.93e-06,3.14e-06,3.56e-06,3.38e-06,-6.53e-06
"Lac_1.1",-5.448e-05,-5.83e-05,-4.275e-05,-4.477e-05,-4.835e-05,-4.195e-05,-4.414e-05,-4.352e-05,-4.998e-05
"Lac_2.1",6.43e-06,2.78e-06,3.08e-06,5.45e-06,Inf,1.88e-06,2.48e-06,2.84e-06,Inf
"Lac_2.2",Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Lac_3.2",-0.00162647,-0.00125066,-0.00122313,-0.00060989,Inf,-0.00135391,-0.00078876,-0.00199492,Inf
"Mal_0.0",0,0,0,0,0,0,0,0,0
"Mal_1.1",0,0,0,0,0,0,0,0,0
"Mal_2.2",0,0,0,0,0,0,0,0,0
"Mal_3.3",0,0,0,0,0,0,0,0,0
"Mal_4.4",0,0,0,0,0,0,0,0,0
"Suc_0.0",0,0,0,-5.8e-07,0,0,-5.25e-06,0,-1.876e-05
"Suc_1.0",0,0,0,Inf,0,0,Inf,0,3.92e-06
"Suc_1.1",0,0,0,-1.33e-06,0,0,Inf,0,-3.047e-05
"Suc_2.1",0,0,0,Inf,0,0,Inf,0,4.3e-07
"Suc_2.2",0,0,0,1.1e-07,0,0,-0.00061581,0,Inf
"Suc_3.2",0,0,0,-0.00134165,0,0,-0.00047017,0,-0.01221293
"Suc_3.3",0,0,0,-1.2e-07,0,0,8.599e-05,0,-0.02641624
"Suc_4.3",0,0,0,3.2e-07,0,0,5.8e-07,0,7e-06
