"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20"
"Cit_0.0",0.992194655073771,0.840562094071366,0.981445166706431,0.919036009678551,0.948164781748442,0.97619681759088,0.993779198357303,0.882840646510065,0.894553009334074,0.931301682426982,1,0.858856327090576,0.920721815141154,0.99733207372582,0.941961591854714,0.986892696476202,0.995431470828322,0.857210080728946,0.990989543913593,0.996698236060657
"Cit_1.0",0.00482632075237568,0.0654362625027657,0.00525471522848757,0.0288143506422435,0.0338096457956569,0.00297253801723079,0.0061196720822448,0.0572322067131325,0.0566503711807329,0.0305780912163834,0,0.0507008282826794,0.0395286671721811,0.00164337941808386,0.0239523166399249,0,0.0043010758506818,0.0576934048012033,0.000825738570581898,0
"Cit_1.1",0.00285847521921354,0.0896419524460689,0.0110448085000427,0.0516981386476218,0.0120293139362311,0.0204903894438997,0,0.0597977602553771,0.048332818405442,0.0360503372662851,0,0.0877240024200745,0.0351675890714908,0,0.0305112356254859,0.013107303523798,0,0.0777647792146371,0.00736326417646458,0.00215894559276456
"Cit_2.1",0,0.00116306458193057,0,0.000336060160868856,0,0,0,0.00012938652142533,0.000363412752154613,0.00129747943208545,0,0.000956491449521558,0.00212209361534326,0,0.00269967687061131,0,0,0.001085077824985,0.000821453339360301,0
"Cit_2.2",0.000120548954639913,0.00319662639786882,0.00225530956503846,0.0001154408707149,0.00599625851967004,0.000241807622454498,0.000101129560452639,0,0,0,0,0,0.00238656020890252,0.00102454685609643,0.000875179009264189,0,0.000267453320995936,0.00599925727370255,0,0.00114281834657839
"Cit_3.2",0,0,0,0,0,9.8447325534602e-05,0,0,0.000100388327596676,0.000353616005979184,0,0.000506287780032255,7.32747909279173e-05,0,0,0,0,0.000247400156526399,0,0
"Cit_3.3",0,0,0,0,0,0,0,0,0,0.000418793652284796,0,0.000322526196364484,0,0,0,0,0,0,0,0
"Cit_4.3",0,0,0,0,0,0,0,0,0,0,0,0.000933536780751969,0,0,0,0,0,0,0,0
"Cit_4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cit_5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cit_5.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cit_6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
