"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15"
"2KG_0",560001.28389584,391850.45978719,116325.61950554,85997.97319464,9128.53262518,860635.68629077,372104.15027723,346617.74180204,22944.46788288,193831.09919138,350476.59570711,364262.08521662,271619.21448962,436493.30829107,405583.76351215
"2KG_1",74363.92046128,40462.54237463,7563.82002476,0,383.70365786,108079.45270239,39055.21259447,39792.44174663,0,18495.56474164,41364.64075089,41870.15006236,22021.38639224,59845.9662677,40860.65518061
"2KG_2",209338.29056426,202004.6513691,51956.93550452,0,3169.65849738,358239.6995654,190167.94913777,146331.36062808,7444.90564168,76279.68680726,145642.01385527,141527.4476015,115012.69309011,231348.40729078,144919.99109894
"2KG_3",51345.06575301,58004.61870703,7337.43945019,0,1448.27357811,61625.40420128,48186.89729188,33238.83418816,1072.91663711,18186.82890833,34435.86151455,31885.30112234,20150.22678814,61939.68648213,32558.05861823
"2KG_4",42851.00494286,64375.53139878,12478.39371604,23.22448624,1244.20863282,93461.7490229,67417.09414098,35972.85671556,1640.15951289,22551.86389309,43876.74171822,44658.27155736,25783.33884371,86616.90334324,38008.31125932
"2KG_5",9402.04442875,33459.4133207,4933.21502565,193.04050857,495.52423444,32749.03291674,29907.80218328,6798.44838244,351.80159202,6387.22952516,11760.11885236,16127.6478615,8764.87831609,38342.30178015,15795.96250274
"Cit_0",554420.52291985,344702.76557684,205723.83302991,4227839.11751152,84172.86811752,795561.87982659,499817.74407926,307352.02336944,338339.99069241,169458.36476262,615737.46517143,570569.55840227,397122.57842878,750129.87306376,197988.86910626
"Cit_1",73940.69316331,29302.10098982,9768.88442898,168440.37395068,0,55182.05289501,35662.28125253,28979.19875335,0,12778.55538381,88205.84895101,42508.02515806,24771.38576754,27376.31396149,0
"Cit_2",1949700.86941304,1564231.51776714,813416.246588,25604.25112062,98381.53460286,2741486.72054291,2003637.21230094,1266134.75379216,153046.35292897,702545.99326673,2627764.25385725,2192385.98633094,1558406.88547674,3118399.62739633,649851.90896855
"Cit_3",239500.17098057,230976.62585341,78030.77016023,0,7974.73122742,370369.45317946,341893.0523583,114231.69373748,3898.55510361,83840.29505545,363305.11109523,310756.94426797,199382.56101095,558199.08159497,84670.38197497
"Cit_4",667003.03657572,622879.96000218,281912.61390041,0,42337.84282473,934252.81754893,826184.09947664,447807.17562798,49599.17369783,254968.9193692,947145.83777334,810001.71998106,509315.98880809,1422218.70989992,232496.0481011
"Cit_5",288000.05326621,459831.25327675,141880.87357357,0,21139.02248065,521569.87338274,615061.04579987,190338.53263429,21308.93001952,112099.31013077,511266.78930783,464799.81283429,320591.58635983,951663.07612821,103820.54185649
"Cit_6",51751.84432564,136843.88482897,30087.22365086,9.6970837,8520.13127889,80244.28133326,137284.53178915,35819.22591552,5658.14698377,23516.25344103,134928.24515491,100881.86673843,46054.95461643,225590.38496008,22987.51400697
"Fum_0",791507.54367387,836016.19426548,1115238.97803855,525109.74716507,208993.02357593,1249630.14873166,1193159.32086048,1134223.51816891,288808.68224161,1320249.89882431,1126825.88451672,1354180.53154397,1289906.41388175,1280145.56455024,802490.27219282
"Fum_1",85273.83749634,86854.73607419,106731.3624259,3705.71042831,14187.64589147,102358.13798352,112500.81724055,127580.74953979,17322.80764808,104383.4608717,129631.67450866,108982.38059654,124560.34289242,133412.27615666,62694.39897003
"Fum_2",288418.88960774,344768.53033734,391004.77146411,163750.49121991,102206.1190075,415388.54566489,445488.61373502,394112.72077328,116559.12005576,444188.84102035,419583.86180022,458416.46010027,429373.45834937,499671.49824824,276663.70103975
"Fum_3",112858.09731016,221876.08802499,193586.59083844,0,48887.08764259,204358.8067916,323372.61433505,207243.63329066,33085.18030317,260835.87887823,239444.87205472,294017.09856732,235955.46107506,355826.93210348,132209.8162742
"Fum_4",66146.59425708,89073.54376137,74001.2659628,1817.74510213,30689.4015531,86152.32460471,110268.24816421,77515.7012097,23541.08782826,80843.84834573,87388.23297321,88407.94045896,86239.36292092,140186.30108794,60950.33467102
