"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15"
"2KG_0",560774.4082363,392280.16123038,116407.39205788,85997.58227912,9132.73651725,861764.83712971,372518.40665672,347034.95577483,22987.09073145,194025.86791724,350909.6325171,364699.80875486,271853.58234194,437121.94268946,406011.63024478
"2KG_1",77817.26366493,44113.91543132,8529.4017308,0,443.70076569,114175.13123509,42480.96885032,42328.82435763,0,19840.72589965,43871.73192874,44289.02044687,24106.64062632,63889.9200373,43357.7980732
"2KG_2",206679.15780654,199704.08706489,51137.44016241,0,3149.69065323,352921.65508872,187815.53246118,144397.38310203,7370.96893446,75299.40999032,143762.26896989,139655.18866253,113313.6416116,228587.9564724,142995.48676925
"2KG_3",51493.61412376,58821.26596892,7611.45245456,0,1454.08528899,63473.37570195,49414.03005742,33658.58358667,1113.76778037,18531.6640176,35134.57623468,32695.56052954,20565.21233976,63515.32618768,33086.98968462
"2KG_4",41600.76677774,63435.56481671,12220.85395051,88.74767341,1218.70621112,91328.97794578,66183.64945256,34870.18945719,1587.59461967,21963.71952041,42700.09242764,43662.44680068,25181.88580554,85028.1573311,37261.21651547
"2KG_5",8936.33814214,31802.16197539,4688.86972402,167.19377768,470.9807619,31126.94634697,28426.46149488,6461.70582353,334.16047559,6070.86370004,11177.62739466,15328.83596982,8330.74504876,36443.19883009,15013.57885064
"Cit_0",555367.3848131,345159.01948566,205905.76971815,4229544.86618827,84867.70356072,796400.16219085,500383.29845308,307774.43476731,339355.68235812,169659.40152752,616897.93038901,571223.56385132,397532.4073943,750725.79565317,198119.957265
"Cit_1",112286.04598274,60381.91081219,25973.03267557,167251.15152564,0,109603.02490904,75505.66631707,54060.61801442,0,26735.20076969,140015.10997704,86049.92498016,55770.37254947,89680.12756369,12846.05710143
"Cit_2",1918004.52230554,1540010.5272732,799544.50497312,25083.8222138,97328.95196825,2697915.89547312,1973997.4714407,1244332.80373576,151487.63512837,691060.4515706,2586278.59466943,2158013.28808907,1533294.61201286,3073126.27388525,639498.68820112
"Cit_3",258756.08260573,248929.97279407,86885.83222236,0,9547.53355181,396410.0487011,364643.98856987,128554.35300211,5820.08761934,91434.6186116,390054.31133223,333658.23998945,213690.66307084,598167.84121744,91362.91055295
