"","sample1"
"NoDeriv_C0",106.66745801
"NoDeriv_C1",98.6780654
"NoDeriv_C2",98.9345249
"NoDeriv_C3",98.92995138
"NoDeriv_C4",98.93000031
"NoDeriv_C5",98.93
"NoDeriv_C6",98.93
"NoDeriv2Tracer_C0.N0",107.45688546
"NoDeriv2Tracer_C0.N1",106.27056144
"NoDeriv2Tracer_C0.N2",106.27492712
"NoDeriv2Tracer_C1.N0",99.40836474
"NoDeriv2Tracer_C1.N1",98.31089639
"NoDeriv2Tracer_C1.N2",98.31493507
"NoDeriv2Tracer_C2.N0",99.66672225
"NoDeriv2Tracer_C2.N1",98.56640164
"NoDeriv2Tracer_C2.N2",98.57045082
"NoDeriv2Tracer_C3.N0",99.66211488
"NoDeriv2Tracer_C3.N1",98.56184513
"NoDeriv2Tracer_C3.N2",98.56589412
"NoDeriv2Tracer_C4.N0",99.66216418
"NoDeriv2Tracer_C4.N1",98.56189388
"NoDeriv2Tracer_C4.N2",98.56594288
"NoDeriv2Tracer_C5.N0",99.66216386
"NoDeriv2Tracer_C5.N1",98.56189357
"NoDeriv2Tracer_C5.N2",98.56594257
"NoDeriv2Tracer_C6.N0",99.66216386
"NoDeriv2Tracer_C6.N1",98.56189357
"NoDeriv2Tracer_C6.N2",98.56594257
