"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24"
"Pyr_0",2.077e-05,2.001e-05,1.842e-05,1.917e-05,-0.00135857,2.285e-05,-0.00248466,2.114e-05,2.773e-05,-0.00130718,-0.00141444,-0.00146619,1.704e-05,0,2.866e-05,-0.00136105,1.741e-05,1.76e-05,-0.00130655,2.571e-05,2.616e-05,-0.00136627,-0.00134152,-0.0013371
"Pyr_1",-0.00281466,-0.00306659,-0.00396867,-0.00508028,-0.10658487,-0.00540071,Inf,-0.00836288,-0.0052344,-0.23370395,-0.06932317,Inf,-0.01241775,0,-0.00302134,-0.10399143,-0.0097332,-0.00287791,-0.23731373,-0.00408544,-0.00346181,-0.0989482,-0.12916802,-0.13683826
"Pyr_2",-0.04576843,-0.04003013,-0.03002421,-0.0218805,-Inf,-0.01737277,-Inf,-0.0153206,-0.01527737,-Inf,-Inf,-0.01051011,-0.0169291,0,-0.02403388,-Inf,-0.01768437,-0.07597737,-Inf,-0.01905316,-0.02206864,-Inf,-Inf,-Inf
"Pyr_3",-Inf,Inf,Inf,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
"Lac_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lac_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lac_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lac_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cit_0",0,7e-08,0,-6.31e-06,0,0,0,2.91e-06,0,-0.00025769,0,0,0,0,0,-4.185e-05,0,0,1.33e-06,0,0,0,0,0
"Cit_1",0,-2.76e-06,0,4.105e-05,0,0,0,-0.00011917,0,-0.00729809,0,0,0,0,0,0.0001411,0,0,-0.00051305,0,0,0,0,0
"Cit_2",0,1.64e-06,0,0.00089113,0,0,0,6.903e-05,0,Inf,0,0,0,0,0,0.00149931,0,0,0.0007296,0,0,0,0,0
"Cit_3",0,0.00010186,0,-0.00226303,0,0,0,0.00434688,0,0.01111444,0,0,0,0,0,-0.0058415,0,0,0.09087691,0,0,0,0,0
"Cit_4",0,-2.817e-05,0,-0.00096504,0,0,0,-0.00110291,0,-0.00078429,0,0,0,0,0,-0.00213618,0,0,-0.00363376,0,0,0,0,0
"Cit_5",0,-0.00146678,0,Inf,0,0,0,-0.12767049,0,-0.03816029,0,0,0,0,0,Inf,0,0,-0.36222379,0,0,0,0,0
"Cit_6",0,Inf,0,0,0,0,0,Inf,0,Inf,0,0,0,0,0,0,0,0,Inf,0,0,0,0,0
"Mal_0",0,0,0,0,0,0,0,0,0,-0.00034307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mal_1",0,0,0,0,0,0,0,0,0,-0.01806872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mal_2",0,0,0,0,0,0,0,0,0,Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mal_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mal_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Succ_0",-0.01981307,0.0014455,0,-0.02604058,-0.02604058,-0.02022417,-0.02011888,0,0,-0.02017275,-0.02604058,-0.01987396,0,-0.01976966,-0.02000184,-0.02604058,0,0,-0.02604058,0,0.00097775,-0.02604058,-0.02005749,0
"Succ_1",Inf,-0.01143251,0,-Inf,-Inf,Inf,Inf,0,0,Inf,-Inf,Inf,0,Inf,Inf,-Inf,0,0,-Inf,0,-0.01608014,-Inf,Inf,0
"Succ_2",-0.02198791,-0.03500239,0,Inf,Inf,0,-0.02944708,0,0,-0.05637815,Inf,-0.02232646,0,-0.02180629,-0.02374634,Inf,0,0,-Inf,0,-0.03127525,Inf,-0.02521209,0
"Succ_3",Inf,Inf,0,Inf,Inf,0,Inf,0,0,Inf,Inf,Inf,0,Inf,Inf,Inf,0,0,Inf,0,-Inf,Inf,Inf,0
"Succ_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fum_0",0,0,0,0,-0.00010389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fum_1",0,0,0,0,-0.00684584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fum_2",0,0,0,0,Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fum_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fum_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
