"","sample1"
"TracerOnly_0",103398.19541003
"TracerOnly_1",98879.20874288
"TracerOnly_2",99002.64719967
"TracerOnly_3",98999.91334676
"TracerOnly_4",99003.68231507
"TracerOnly_5",98780.62782547
"TracerOnly_6",106215.72912272
"TracerPlus1_0",103614.63039786
"TracerPlus1_1",98869.5107412
"TracerPlus1_2",99002.91796587
"TracerPlus1_3",98999.90766958
"TracerPlus1_4",99003.68305332
"TracerPlus1_5",98780.62981533
"TracerPlus1_6",106215.73127647
"TracerPlus2_0",104629.43538191
"TracerPlus2_1",99694.35724106
"TracerPlus2_2",98958.25093784
"TracerPlus2_3",98996.7098065
"TracerPlus2_4",99003.89483237
"TracerPlus2_5",98780.64991411
"TracerPlus2_6",106215.73755185
"TracerOnlyNoDeriv_0",99000.00000935
"TracerOnlyNoDeriv_1",99000.00006299
"TracerOnlyNoDeriv_2",99000.00022231
"TracerOnlyNoDeriv_3",98999.96304681
"TracerOnlyNoDeriv_4",99003.68059731
"TracerOnlyNoDeriv_5",98780.62756731
"TracerOnlyNoDeriv_6",106215.72856701
