"","sample1"
"TracerOnly_0",99043.2756892331
"TracerOnly_1",93808.4495722587
"TracerOnly_2",93026.9260745201
"TracerOnly_3",92134.3367418563
"TracerOnly_4",91256.2947797774
"TracerOnly_5",90179.5363468524
"TracerOnly_6",96039.4648616133
"TracerPlus1_0",99045.3468513166
"TracerPlus1_1",93607.2307124119
"TracerPlus1_2",92838.6815904011
"TracerPlus1_3",91949.5627161091
"TracerPlus1_4",91075.1885921416
"TracerPlus1_5",90002.446009824
"TracerPlus1_6",95852.8660195188
"TracerPlus2_0",99046.7881864761
"TracerPlus2_1",93475.4988061073
"TracerPlus2_2",91900.996441428
"TracerPlus2_3",91060.553220812
"TracerPlus2_4",90199.3513594776
"TracerPlus2_5",89138.4191017893
"TracerPlus2_6",94934.5145782383
"TracerOnlyNoDeriv_0",99000.00000935
"TracerOnlyNoDeriv_1",98010.0000623601
"TracerOnlyNoDeriv_2",97029.900217886
"TracerOnlyNoDeriv_3",96059.5651443567
"TracerOnlyNoDeriv_4",95102.5405570904
"TracerOnlyNoDeriv_5",93939.3939393894
"TracerOnlyNoDeriv_6",100000.000000005
