"","sample1"
"TracerOnly_0",99999.999999999
"TracerOnly_1",95673.7086829109
"TracerOnly_2",95790.6886614119
"TracerOnly_3",95788.1582140858
"TracerOnly_4",95788.2061091847
"TracerOnly_5",95788.2052803581
"TracerOnly_6",95788.2052937971
"TracerPlus1_0",100000.000000003
"TracerPlus1_1",95466.6848751721
"TracerPlus1_2",95592.8475062099
"TracerPlus1_3",95590.0650471344
"TracerPlus1_4",95590.1185893099
"TracerPlus1_5",95590.1176465333
"TracerPlus1_6",95590.1176621049
"TracerPlus2_0",99999.9999999978
"TracerPlus2_1",95314.3146154349
"TracerPlus2_2",94625.5323210502
"TracerPlus2_3",94661.3807842607
"TracerPlus2_4",94664.5543704036
"TracerPlus2_5",94664.3777771684
"TracerPlus2_6",94664.3659697865
"TracerOnlyNoDeriv_0",1e+05
"TracerOnlyNoDeriv_1",1e+05
"TracerOnlyNoDeriv_2",1e+05
"TracerOnlyNoDeriv_3",1e+05
"TracerOnlyNoDeriv_4",1e+05
"TracerOnlyNoDeriv_5",1e+05
"TracerOnlyNoDeriv_6",1e+05
