"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26"
"Ala_0.0",2399457.81375243,1079619.15688409,918305.646525305,2129365.24305313,166145.421076781,1729049.00670823,12797149.4872833,2639408.38238151,3367940.98302289,4318674.0304315,10996595.2067079,2718086.46884728,2689327.60803471,3328212.11087613,4407699.70009416,3109524.64017733,4368867.11654629,15096536.0352125,24497025.8310543,4058221.76070969,154736.070839672,3118894.30929897,8128122.76729107,6249294.89511481,10397783.7760596,2378974.70392418
"Ala_1.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7860.02241169001,0,10.2915812828671,0,0,0,0,0
"Ala_1.1",192.779563367721,9515.19878548064,0,352.961153684929,0,2502.25724844408,154005.900917105,2268.7745464577,0,23346.8049168241,75343.6788512107,0,4750.63781061443,0,0,8019.93330127018,16914.7795488091,111126.542894288,285254.184132177,0,0,6317.16004782544,58696.6944877972,29791.5597610435,64887.9143603502,0
"Ala_2.1",547.244788667026,423.514082713134,0,1475.54881733777,27.7819093794454,0,42253.7619305744,1604.37886235554,0,10280.0158538277,38775.7788883395,534.863283103645,1328.6747311328,421.207143541458,0,753.704807282532,2699.73601026637,35067.5167183178,93358.2549298811,926.519499668061,0,0,15957.1106368316,7555.88467068344,25484.4799443067,2316.68282809811
"Ala_2.2",0,987.177797271194,0,0,0,0,19349.9881615224,1670.84539133666,0,4291.23834115383,22760.5702036148,971.522891897116,1263.46702362055,0,672.900540512979,1918.56343388731,2747.80288301048,34967.6981922627,50483.2403140891,3222.9047557534,0,0,11159.7289629262,5909.11489640324,20085.0954280996,2274.04093683208
"Ala_3.2",3297.86619743114,10001.8283159247,499.319041797246,2878.85574973376,0,0,234589.203120892,8612.10095640623,2347.11592082208,69016.7899686333,211365.380257072,4255.30474375115,3326.34567539627,3242.90342354614,0,5473.93518284163,11543.4109261453,291789.591976632,512433.041049732,5503.36909227995,0,0,137102.375360154,21945.8138092156,147476.249102266,9992.74400413837
"Asp_0.0",16698404.4043877,18697647.4708559,12798711.3609966,77353701.5477791,19797419.4727028,18398693.5540356,32631383.475887,52971144.9842224,15098780.0100313,14098841.0961073,21308458.398688,27795348.0448886,93069153.9595567,21296836.3321412,25196918.3108182,85785659.3642597,49474041.3925041,30895434.6607044,39317608.9391453,24896404.4608759,18898277.181604,27695254.2271921,21897511.7116132,78904195.6799984,12649638.9954026,42210929.002106
"Asp_1.0",46281.8701677537,72240.5499563138,45549.3218005141,6150765.22885429,91819.3949917446,54768.5463143607,3919148.09926736,5550686.21158075,44201.1795695626,52961.636249041,2203380.1118784,150306.663403894,8573878.58081739,92558.2784670503,96901.5366108268,7900059.06832323,5456552.51891071,160415.326193162,4170205.61822324,130857.910016686,42558.9247261636,133728.844403372,95224.5796294611,9896014.73866203,1107257.61785027,4536667.32965042
"Asp_1.1",111275.376233793,160028.343267801,81681.5414185954,18041530.7961967,163025.942748462,75730.514829645,12521713.1593504,16833601.3597219,76329.6695969238,61076.013584373,6711775.77725554,309951.477160554,23939313.856851,220386.11399625,210776.601280836,22973116.7109674,16642663.4830334,289892.071564748,13603857.7618991,225013.208553931,128059.288790679,341581.635157912,150170.403065367,28823564.4028078,3795452.30475642,13955046.4759086
"Asp_2.1",15726.4018067049,31712.2657093748,17478.2178981163,10318217.4488467,30959.0897667366,0,12671283.5966303,13904117.6404837,14917.5543523091,33449.4671588939,7477977.17626778,28906.8591159501,13071892.5311714,15478.597049662,0,13232987.6100064,14043616.9382902,84765.4872212467,14440269.2713917,7166.72458207841,207.899492498925,0,51765.3220886227,24131427.692117,4186792.98671348,11827038.8492899
"Asp_2.2",37319.3174752287,48914.3058663426,26361.3857125262,10700752.4115664,50509.9579144161,0,13657333.3658786,14953093.3793359,18613.1360357748,42598.1527293838,7852687.12715507,36119.2976334131,13520784.1490508,35693.6355174816,1913.41409775616,13831741.57944,14626172.349187,114173.735738896,15017577.0171878,28806.0409062485,8410.85701902567,0,59495.7397614675,25157481.3273745,4439442.85062871,12144947.1160135
"Asp_3.2",9940.65221137971,28959.8726571142,5650.46951174893,2056821.47521788,12894.7917867027,0,5780111.43971628,4773314.26634832,7302.84708094477,20352.1842635649,3395362.61021907,21734.0331682091,2820582.64609072,16072.7262138785,0,2657432.7808663,4669201.04437334,52092.1961907325,6530982.21853787,16339.1297281417,1403.05825148387,0,33366.3713407473,8755549.40185461,1953628.68758481,3980062.86589362
"Asp_3.3",40089.8198148555,88349.3093238754,34663.2143553633,2143906.54833246,73760.7299248549,22245.8536683598,5899389.89211944,4983991.0776343,48771.696680392,72044.9369045752,3242909.60276052,59973.7309476048,2976570.03913041,53326.0589053006,59991.4115282851,2808012.57455991,4894961.43858917,101810.649810296,6532446.91949186,51803.9361441444,34713.9379230095,54634.4297027957,108683.761001995,8640304.99949446,2068195.63636537,4177913.32315669
"Asp_4.3",170927.933575876,360553.504868626,149815.597662469,27008022.6316017,277640.253267055,89121.4869953973,49454346.6835164,44962874.4397743,136979.794045124,285413.886679481,31996407.2772968,385955.238858088,33543720.5863437,234415.0630568,126732.269814519,36564892.3198126,46576593.1779541,736002.387746946,57025121.6565357,255366.426538828,99178.9926875851,140717.48753303,474733.412411712,71033716.5761605,18645671.7200908,38116156.1971593
"Glu_0.0",9067148.62452727,10195324.1511496,7987822.03421944,95504541.9477076,12695886.4574345,10399312.665355,44885622.1860655,63938240.6242332,8848013.18725529,7266423.68420714,37152268.8181152,16192573.4150357,108643799.317459,12695655.3132603,14098571.915137,98082884.1195373,62037902.654386,15990754.2061183,56464539.1045871,13795459.6423816,11499066.5935069,16598566.1047075,11693614.8975214,86725722.3262391,32680418.9952126,53192959.0595993
"Glu_1.0",40275.6317237513,64677.1414919761,48180.9435830474,7098304.19609023,104717.026633905,25485.8036906532,3376163.40036767,5173075.77520391,46526.1440830761,54824.1694713894,2377927.39706901,106243.166571721,8390625.76816251,67474.7787551696,55292.5530873617,7372464.11959352,5065612.99304774,152148.967005132,3840292.58298655,76141.8635329954,37192.7249449999,62817.3815308261,93781.9258274658,7727892.68102575,1915806.66983389,4080871.64075174
"Glu_1.1",240368.777323546,394319.700230436,167808.841098118,22028574.0500917,300450.73813106,44305.5463162152,17674001.1381329,20581513.2891903,149008.690071227,296673.229812554,12120918.3543617,625246.252756229,26729039.4439927,359637.73336265,86418.3572107114,23887695.8340433,20718285.6399602,755998.783862649,19269462.1551924,370861.322454721,54683.8308480587,79836.7594329252,534079.892533195,29099088.3597149,9818589.10550974,16288726.8771689
"Glu_2.1",113097.545767855,198810.448777732,76610.6563871876,9810876.26847868,158849.513514053,0,10722258.9865179,11259093.6681509,76906.7398687111,150134.004406208,7601716.17868586,277166.775670424,11291352.8858127,180881.945448035,0,10711820.5433657,11541667.31909,391355.791806035,12162473.4405225,171017.065321838,805.211706007989,0,249648.821666035,15905620.1979332,6045918.18411097,9000370.89044535
"Glu_2.2",70312.0975519449,185656.570269182,42622.0714823357,3853882.5103889,87737.5335708611,7921.6573802282,6320170.05677463,5119796.09359296,45032.6364031978,120058.896909029,4639637.69175741,165675.111422805,4859144.79469786,120119.443181754,9162.43871696255,4085443.7472108,5148732.67268907,333229.570678876,7469254.63153481,106735.195879363,36782.9408702477,23245.158645899,191170.343978157,7444075.45722933,3911587.48119053,4007126.01681329
"Glu_3.2",545599.584120225,1207567.82246143,298979.416304722,27049265.3355062,626471.287368237,0,43621130.833313,38665372.4364029,292274.237951923,921751.342458761,32972437.8704662,1300243.11633809,30428164.9446146,772601.746126311,0,30263374.0717019,40392932.2746978,2319492.33548191,51565137.7408005,821853.395761832,11401.1944257436,0,1479812.51679855,54082837.3091777,27777685.4017273,31437816.6517605
"Glu_3.3",0,0,0,35817.8007321392,0,0,284105.934430962,81887.5036814645,0,0,259415.724983578,0,105611.495713638,0,0,89019.031535585,28013.3023868535,0,527014.064622637,0,2135.91064577786,0,0,149966.408297866,139022.069252386,34401.8002568966
"Glu_4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glu_4.4",156466.87937776,318302.89149954,107716.331185012,4727072.12229541,203873.417967033,65563.0656114,9792885.57508547,7494099.05274611,101702.72079056,235967.789212549,7453715.79455036,352803.208464711,5324533.89843701,239863.400830275,82857.5461780001,5330482.5952987,8014190.6758491,600948.539977521,11996698.7229763,242529.064188506,76944.8637203201,100746.53083855,390795.662209441,10782156.3646111,6030460.74417088,5968316.99382271
"Glu_5.4",3708737.91070124,7325326.34169565,2756297.55545117,41451272.40711,4983364.66255409,2473990.57044351,96989212.8823353,71994362.9041011,2846640.73429576,5386650.99775403,80099355.438422,7881366.63101687,46058394.7309699,5259018.22054249,3332057.3004463,47060214.1553709,78433897.3616514,12716589.9078296,112441726.620525,5477724.61934392,2812941.46531482,4000294.61604855,8915152.71420806,96248680.6243566,71859751.9945832,60103230.4800244
"Gly_0.0",2379876.27315724,969961.162953516,1229827.90422093,11399001.5614064,166970.854559704,1609838.01854657,17797090.8850577,6939616.95559049,3079774.97307037,2349834.62114145,16698221.500561,3449924.11609424,14799790.8429218,3999853.84381113,4029902.80617313,14799386.4111265,10299174.0368779,7249594.96886975,36695069.0273748,4059928.05556019,198976.82581462,2869967.5294508,4479672.60235103,17198177.0279411,17797898.2178577,6879361.63228945
"Gly_1.1",0,3846.09236002706,16790.2776965118,98781.8595003096,2273.3208493838,15866.4959013893,287827.291211077,37774.7838711719,21599.6220088186,16323.1641564162,175940.861314946,7457.47639038101,20460.1135959117,14469.6028809439,8133.91968136831,60557.5516995263,81654.2331069423,40102.4146017946,487903.00698608,7024.8071518224,1591.17966640082,0,0,180188.953401585,207935.69542737,63088.5350360292
"Gly_2.2",2866.620209134,109.734066372946,0,12234.4834021621,0,0,34646.0855166361,16798.9356747394,0,5870.63916993574,23512.6239103065,0,25650.9862754154,855.564699270318,0,22244.2487808187,16413.4072808121,1980.32840391287,55408.3145316169,10103.2861273658,0,0,4940.3841312107,39098.1650767748,26441.3442269116,14678.6870949216
"Orn_0.0",63979432.6117056,55585991.9080249,49688204.3884524,2909486.88979912,66378078.8913878,61579772.3339967,9918627.18526023,3858965.06415301,68677577.7698027,47789318.7675891,7569346.02229742,78160905.0901287,5019337.62248154,80864060.4171866,90644860.1748856,4648779.04120405,5288894.55869473,94343453.4696793,16197497.2740274,88851129.9736438,68375087.1038166,91351981.5820636,74669667.3193398,8307571.77505067,5418883.82176423,3189023.16979543
"Orn_1.1",2037705.49878552,1386781.81831865,1168395.41572834,50562.6850141187,2172024.78305285,2005031.29029109,135233.402608046,101875.764187119,2222149.65055148,1057792.09364971,64321.7144899621,3874684.39779464,65004.2295680394,3561361.66205268,5466908.89810643,120240.192166753,108980.370613206,5603580.98309585,247060.577616189,4843623.91452742,2469859.88962109,4760737.10382179,3004732.79886898,238773.566685722,109943.155080187,96165.1451642573
"Orn_2.2",135801.282044407,193236.300209548,102776.892252806,30120.471523888,124443.368422786,73802.0847453466,83722.3286888519,70973.2342007071,81461.6245631942,112992.398540743,50082.6548014016,121741.537107433,65026.3067927543,171962.556303367,294642.369558485,78760.1950142958,59554.2158468319,246364.801161253,103370.767673387,140444.049033129,4650.72902787187,211245.028812144,243834.399940501,189841.039043623,69112.1106542812,65539.4185485468
"Orn_3.3",106134.97560149,508654.102567702,48898.7251171917,39951.9930726825,159882.14842411,0,247183.352279541,132892.297290285,69752.0200303241,233459.666677216,93228.8426499496,237871.612508623,88259.4541640099,140500.346761153,0,129428.526782211,139082.994880774,513102.366281094,207363.155278306,173447.58356998,7012.98001925996,0,402684.630531108,487035.606606964,190808.570698103,179509.360386179
"Orn_4.4",1422.03290099973,0,1960.4019094642,21938.6516471789,1496.63419062582,12934.2898827755,5716.02275878938,15809.3283720563,11827.0788302055,8346.6368133567,4501.81693533831,17348.3142172239,14064.0707869425,0,2980.25306015151,53335.7540368475,21245.8545545468,0,12407.6716506722,0,8306.25125024882,3661.41606298108,0,11336.8380788767,8163.00315344035,2863.10475847202
"Orn_5.5",426789.86893186,2149764.97574119,189044.512202798,86034.9458164328,629845.891114359,4978.66862495428,705933.062371417,295852.541135541,298272.000984933,1064253.85352769,307755.702497561,926411.69019128,132798.187164093,547676.200694836,5212.08384321585,255779.893651365,321154.209888322,2468742.62146667,669751.223044027,690058.342677587,5417.89361051992,6448.43950751473,1801421.30293374,990101.898713914,582696.020226821,390500.297512769
"Pro_0.0",6459203.82532594,3698840.86761037,3659809.35685852,7082226.42945158,1069879.97346067,4899885.84479089,16661783.6448744,9264689.78521793,6789526.15546289,5708297.47871217,9812893.76543946,10098075.9002063,9280606.55450542,9998268.77749762,10499797.1589686,9878012.50391388,10683467.1729571,14594545.3396412,20663251.3097219,10698500.936549,1439934.16159056,9049558.08761203,10596498.5019425,17770400.709992,11480834.9782758,7258618.51259314
"Pro_1.1",78197.1262455969,113674.251518572,18633.0013715351,765758.402019395,11830.6301028182,11396.9671422595,3754134.20496713,1506146.59523641,46589.5941511766,166932.672903382,1679127.67449979,189426.190935422,924984.980228709,170834.097749192,19954.2439802435,1181127.72319868,1625739.95675156,535932.824896096,3608634.15374417,147497.560460576,6505.68731816117,43690.773862355,343840.012884189,2911118.95767712,1880405.98677335,1119273.92683089
"Pro_2.2",67681.8844530333,114574.539237656,25026.5896611133,441337.483490673,6030.25283829622,0,3161287.92065636,1062325.59589702,35319.9976593928,170858.798877475,1536865.58014101,119032.88298554,566861.737031811,68203.5313332757,14447.2863481335,654099.127673076,1211524.68342898,439263.562647842,3161215.11656813,101264.302562342,0,0,300073.584024814,2120881.91318839,1801190.80533666,826574.756468729
"Pro_3.3",161043.146498419,398438.742488266,56743.1115814107,938660.185303373,22458.7684326336,0,9114496.8623401,2822657.34141494,83987.6704084107,551549.261817005,4585045.46172839,366365.196650414,1184683.82719928,289067.020913262,487.465515927577,1493574.09292795,3287117.43319231,1521573.55089978,9757384.55465166,269003.530608953,0,0,1030114.54531826,5698202.99104225,5525397.77308693,2288171.32556898
"Pro_4.4",0,0,1110.21173112419,0,3550.99129177288,1825.3322564399,30706.569854514,0,1381.40266742602,0,8004.64546160183,0,0,268.446637138472,2881.32522904093,0,0,0,68410.680900556,0,0,0,4996.80128756512,0,0,0
"Pro_5.5",509527.245695407,1416095.28743792,139436.292232983,1701733.70059465,56590.8810104924,0,23520086.2475875,6004573.8214812,239178.859748461,1874984.59502747,13660286.0565368,1116832.75733565,2029575.28489802,868504.31798086,370.774818230973,2736799.33163343,7380902.26358137,5346829.81641835,27412428.2327236,883644.678513752,2306.14731882718,64.5391509267406,3330892.33887657,12449727.8241036,16251127.4903463,5119053.53934953
