"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26"
"Gly_1.1",0,3845.55475199978,16778.2636603466,98958.0661574908,2271.69419309419,15855.1428653497,288320.489263453,38086.7525555245,21584.1667077462,16429.9522342226,176289.447792119,7452.1403042887,20963.1034325378,14476.5144412283,8128.09953933088,60963.1034325333,81927.0246861602,40113.6824247206,488672.019998252,7223.66215784513,1590.04110357646,0,0,180849.012097269,208320.489263453,63339.6048389093
"Gly_2.2",2901.81145729189,109.600924885903,0,12219.6426094564,0,0,34604.0586989689,16778.5590835979,0,5863.51823310533,23484.1025419266,0,25619.8728069816,854.526795143056,0,22217.2670830995,16393.4978582084,1977.92595571813,55341.1021743586,10091.0313160008,0,0,5033.61534970758,39050.7392478093,26409.2701467263,14660.8819869903
"Orn_0.0",6.4e+07,55600000,49700000,2910000,66400000,61600003.2940465,9920000.00000001,3860000,68700000,47800000,7570000,78200000,5020000.00000001,80900000,90700032.5603107,4650000,5290000,94400000,16200000,88900000,68400000,91400022.5588035,74700000,8310000,5420000,3190000
"Orn_1.1",2037338.55344931,1388687.86830909,1168683.22041298,51103.9873521446,2171238.74920366,2003433.94912915,136787.475784643,103189.481504908,2220393.10346824,1058512.23210746,65260.2007751787,3871248.04499587,66241.2427861812,3559385.76521951,5464434.65433559,121681.629274054,110055.014808548,5600074.36633773,248826.321341857,4839053.08440068,2466155.57899894,4757668.93021636,3005143.59285411,242379.427799431,111224.608745236,97392.3435234873
"Orn_2.2",138622.310503564,208086.115158639,103962.421925148,31254.6601713354,128921.410380895,73663.5752552237,90955.3864969762,74794.6359081841,83344.6780940956,119732.825592307,52759.6855655137,128594.217267743,67514.6629578759,175728.91340419,293791.660871758,82477.2427878566,63598.6933107984,261189.309571783,109349.360382282,145287.698987273,4854.25319690312,210644.898362993,255315.792223091,204017.479144387,74685.3935164096,70776.6288815231
"Orn_3.3",106205.231777216,509982.505062661,48975.8769777036,40763.4078661235,159948.771666617,0,247151.38975148,133302.350132339,70254.2497829325,233951.451476004,93353.2450470231,238567.982407452,88610.4834043575,140996.309829541,0,131320.662564346,139712.844146405,514235.017003645,207721.155605086,173558.31911517,7324.70665776849,0,403104.55563326,486568.815502676,190973.0482058,179310.37191277
"Orn_4.4",22853.7907556526,98096.2064125229,11447.0486665216,26154.2003495116,33128.0233007487,13354.6565846139,41149.0729616887,30594.1878333334,26752.7061520156,61766.2554901337,19939.3363271227,63800.1559673892,20666.7646062175,23278.4325854543,4732.47172960526,65926.0228516441,37275.3630341758,118399.380876709,45990.8279352024,33836.5883307493,8538.1475325319,5020.74386120107,88908.3652060299,61017.1606533644,37393.7157394967,22465.0149187285
"Orn_5.5",424439.719824365,2139478.47617279,188003.519715463,85561.1922624702,626377.613718679,4930.22399312163,702045.839796768,294223.425370782,296629.533895074,1058393.52803851,306061.0445116,921310.350831135,132066.930041388,545324.116950675,4983.44632626995,254371.436169591,319385.770822423,2456028.3930003,666063.233836303,686388.094883134,5388.0248952201,6274.29241650586,1791749.71735749,984649.893126037,579487.403048199,388350.004500325
"Pro_0.0",6460000,3700000,3660000,7090000,1070000,4900000.84332146,16700000,9280000,6790000,5710000,9830000,10100000,9290000,1e+07,10500000,9890000,10700000,14600000,20700000,10700000,1439999.8105559,9049998.99441345,10600000,17800000,11500000,7270000
"Pro_1.1",79528.8147361289,115983.996056292,19135.52042325,774142.305956521,11946.7231838496,11385.767184508,3816738.57679463,1526846.34686552,47278.7387087119,170369.896616609,1709762.88681983,191740.097342858,935808.465773775,172118.908260254,20224.8536732725,1193535.60026939,1649467.23183848,544693.60605997,3671586.14009873,149467.231838473,6498.97547826565,43645.0155891277,349846.042755869,2952571.65670325,1916436.74449929,1135460.44630521
"Pro_2.2",72433.4497079286,126452.218361977,26697.1487358209,468912.601737006,6700.63969722763,0,3431157.72583975,1145803.75368358,37796.0657312608,187250.806972168,1672737.98358057,129897.471735974,601643.7784273,76823.442924501,14436.6822021707,698071.817972756,1308758.65422393,484504.130119218,3450583.19251814,109217.225545796,0,0,330689.272940453,2289382.21411768,1965123.92281876,894336.857430367
"Pro_3.3",161264.086890886,399592.535770405,56788.6022200177,938249.790010109,22603.5720148564,0,9116998.18770291,2823411.46361045,84077.8162925061,552500.782958199,4587864.23379006,366608.569352088,1184027.49230786,289242.624401479,602.724620927263,1493061.60377416,3287699.36367021,1523466.38713613,9763766.46721336,269267.463933103,0,0,1031143.12291,5698605.07634804,5530483.92156925,2289541.88356704
"Pro_4.4",24192.3717231945,61296.3528282305,8128.49135478825,82954.8895855912,6390.46406383151,1985.09933789998,1214999.51991948,278692.409274946,13421.5546186427,88506.940843643,695861.271319462,55981.1502971509,99004.084913935,44002.2231081755,2891.69680506876,131879.57550092,353937.997324821,265878.818210969,1448598.51574672,44015.4277909967,0,0,172713.394802279,599812.106835834,785734.388925149,231423.233669881
"Pro_5.5",508131.219168346,1412869.02833643,139010.128086394,1696833.88644027,56417.9202425771,0,23448200.9912547,5988826.96524252,238447.849056535,1869904.36342096,13618535.6801926,1113447.76414062,2023724.04957265,865849.879725315,369.640898583629,2729087.82207971,7360295.37478059,5330858.64595687,27328646.7184739,880996.953839083,2316.68592536523,70.3666537005684,3320712.02891404,12414660.223153,16205047.0244466,5106307.80017406
"Ser_0.0",5429984.00545409,2739987.92035474,4649997.89305509,4450000,6449987.82945206,5739986.35348296,8030000.30718101,7350000,7109981.53842289,2170000,6970000,7009985.10155948,4980000,7899965.41887333,11899975.8676612,5430000.71721076,11300000.5408328,7059983.09424181,15500000,8220000,7439987.08317613,9179975.98169242,3779998.9781917,13200000,6530000.42648052,5349986.99898317
"Ser_1.1",39855.8157660918,28310.4987701896,9241.67074979958,43731.3945576571,51953.3189256271,10370.0210458535,99066.1312354454,64039.4943817553,57546.0935118778,24392.6126269948,46316.3640599731,42824.5615560105,26108.3921117163,60307.2756740687,90181.6751703887,43060.1223690704,79917.2209970576,48682.3045936346,184232.94733567,31431.924328978,65457.0336171222,67095.0528496443,27863.7715329644,93540.3164406958,113525.816915742,51480.5053355646
"Ser_2.2",0,0,0,2175.30268293042,0,0,9014.95344708833,1570.64082827095,0,272.481669948625,3290.1354334065,0,12404.1745230979,0,0,1058.54574383642,4758.70909928753,0,7374.23655044855,3365.97584101399,0,0,0,2596.44471839356,9350.843464005,0
"Ser_3.3",1483.61610319369,0,845.847082640498,531.569569952345,137.860344211005,0,0,935.119468876465,1124.48437418801,1494.34879247751,3524.72656594466,981.344413478746,130314.94228791,965.059767889883,0,0,0,2523.5721270833,40.399967082237,1366.39673001134,0,323.50521789917,751.327111320081,2665.64220726251,0,1221.31729025977
